,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
4749,300,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,46.93,5,FLY-564-516-559-519-STANDARD
4175,300,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,76.71,3,FLY-463-599-525-650-STANDARD
2970,300,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,16.61,4,FLY-704-461-567-565-STANDARD
3330,300,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,26.17,4,FLY-611-506-603-654-STANDARD
2822,300,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,26.17,5,FLY-695-518-472-573-STANDARD
2897,300,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,36.1,4,FLY-606-563-558-465-STANDARD
3816,300,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,121.84,5,FLY-611-422-561-411-STANDARD
4968,300,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,47.5,3,FLY-529-515-554-610-STANDARD
4773,300,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,28.88,4,FLY-520-565-521-515-STANDARD
4124,300,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,20.9,5,FLY-425-714-469-606-STANDARD
3364,300,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,45.12,3,FLY-460-464-476-563-STANDARD
5283,300,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,30.4,3,FLY-563-657-517-649-STANDARD
4092,300,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,45.12,3,FLY-506-554-607-507-STANDARD
3547,300,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,28.88,3,FLY-515-526-479-512-STANDARD
315,300,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,33.25,3,FLY-518-560-458-516-STANDARD
918,300,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,37.05,3,FLY-658-565-525-469-STANDARD
6631,300,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,72.2,5,FLY-657-521-619-559-STANDARD
6966,300,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,139.19,3,FLY-513-549-508-562-STANDARD
630,300,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,66.5,3,FLY-652-540-557-656-STANDARD
1196,300,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,37.05,3,FLY-608-511-549-465-STANDARD
646,300,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,32.3,5,FLY-514-518-652-564-STANDARD
2347,300,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,18.52,3,FLY-519-612-566-654-STANDARD
2132,300,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,21.85,4,FLY-611-551-613-514-STANDARD
6221,300,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,121.84,5,FLY-656-509-659-646-STANDARD
1162,300,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,25.65,3,FLY-405-508-523-603-STANDARD
6188,300,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,15.2,3,FLY-661-510-586-608-STANDARD
6932,300,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,45.12,3,FLY-702-614-473-603-STANDARD
670,300,0.0,A6,300gsm Art Board Coated,None,Double Sided,,24.7,3,FLY-616-510-520-657-STANDARD
1925,300,0.0,A6,300gsm Art Board Coated,None,Single Sided,,23.46,3,FLY-525-602-433-476-STANDARD
6,300,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,19.0,3,FLY-570-470-600-606-STANDARD
1891,300,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,20.76,4,FLY-520-699-614-508-STANDARD
1128,300,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,47.5,3,FLY-572-609-553-554-STANDARD
2379,300,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,19.85,5,FLY-468-577-482-664-STANDARD
1834,300,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,35.2,3,FLY-567-509-615-698-STANDARD
5895,300,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,27.55,4,FLY-567-666-644-514-STANDARD
6267,300,0.2,A3,300gsm Art Board Coated,None,Double Sided,,90.25,3,FLY-612-568-659-556-STANDARD
1755,300,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,40.85,3,FLY-562-514-461-463-STANDARD
1289,300,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,33.25,3,FLY-527-519-549-523-STANDARD
1766,300,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,30.4,3,FLY-521-560-563-701-STANDARD
2437,300,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,71.25,4,FLY-462-603-607-656-STANDARD
1230,300,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-500-562-558-563-STANDARD
558,300,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,66.5,3,FLY-555-609-514-509-STANDARD
1265,300,0.2,A3,300gsm Art Board Coated,None,Single Sided,,85.74,3,FLY-699-516-565-577-STANDARD
6598,300,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,25.65,3,FLY-513-607-622-594-STANDARD
2403,300,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,18.95,3,FLY-651-559-556-596-STANDARD
1800,300,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,47.5,3,FLY-506-603-615-609-STANDARD
6973,300,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,27.55,5,FLY-568-506-602-564-STANDARD
6243,300,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,49.4,5,FLY-652-610-569-605-STANDARD
6995,300,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,30.68,5,FLY-746-575-564-657-STANDARD
703,300,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,23.46,3,FLY-645-614-556-656-STANDARD
5988,300,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,66.5,3,FLY-459-460-602-517-STANDARD
1957,300,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,20.9,5,FLY-465-523-655-555-STANDARD
6757,300,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,19.95,3,FLY-604-645-568-602-STANDARD
2076,300,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.48,4,FLY-462-558-560-613-STANDARD
2200,300,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,24.37,3,FLY-561-556-555-699-STANDARD
833,300,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,19.0,3,FLY-555-651-469-510-STANDARD
974,300,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,63.18,3,FLY-466-600-516-467-STANDARD
6821,300,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,35.2,3,FLY-610-562-605-516-STANDARD
1021,300,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,45.12,3,FLY-559-569-613-566-STANDARD
281,300,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,37.9,3,FLY-510-623-603-607-STANDARD
2166,300,0.2,A7,300gsm Art Board Coated,None,Double Sided,,18.52,3,FLY-461-565-472-656-STANDARD
6058,300,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,18.95,3,FLY-645-577-696-648-STANDARD
6789,300,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,49.4,5,FLY-463-601-571-526-STANDARD
2108,300,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,27.55,5,FLY-504-553-461-569-STANDARD
884,300,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,76.71,3,FLY-601-547-654-469-STANDARD
6090,300,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,76.0,5,FLY-609-611-603-515-STANDARD
950,300,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,46.93,5,FLY-665-602-564-603-STANDARD
6034,300,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,76.0,5,FLY-553-519-507-563-STANDARD
809,300,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,99.28,3,FLY-514-561-525-612-STANDARD
2234,300,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,15.2,3,FLY-609-553-609-462-STANDARD
1104,300,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,27.55,5,FLY-519-522-603-512-STANDARD
6689,300,0.0,A4,300gsm Art Board Coated,None,Single Sided,,63.18,3,FLY-550-608-599-516-STANDARD
6895,300,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,72.2,5,FLY-471-559-655-559-STANDARD
741,300,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,22.04,4,FLY-605-653-555-522-STANDARD
6154,300,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,24.37,3,FLY-476-519-554-612-STANDARD
2278,300,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,20.76,3,FLY-543-472-525-562-STANDARD
40,300,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,25.65,3,FLY-548-601-610-618-STANDARD
2008,300,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-468-610-464-468-STANDARD
6863,300,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,24.7,3,FLY-519-505-603-518-STANDARD
2267,300,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,22.56,3,FLY-460-510-563-650-STANDARD
775,300,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,17.48,4,FLY-696-612-513-616-STANDARD
1055,300,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,25.73,3,FLY-646-566-513-514-STANDARD
6723,300,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,21.85,4,FLY-556-604-569-542-STANDARD
6120,300,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,19.0,3,FLY-510-649-513-464-STANDARD
2042,300,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,18.24,4,FLY-596-707-472-648-STANDARD
4542,300,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,28.88,3,FLY-528-569-603-472-STANDARD
2469,300,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,26.17,5,FLY-609-503-511-559-STANDARD
5937,300,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,24.37,3,FLY-515-610-523-493-STANDARD
6414,300,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,20.94,4,FLY-520-556-554-566-STANDARD
6325,300,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,17.33,4,FLY-569-513-607-564-STANDARD
7086,300,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,30.4,3,FLY-610-557-699-506-STANDARD
410,300,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,19.95,3,FLY-558-606-515-560-STANDARD
1661,300,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,66.5,3,FLY-419-553-522-705-STANDARD
2557,300,0.2,A7,300gsm Art Board Coated,None,Single Sided,,17.6,3,FLY-655-517-515-527-STANDARD
6446,300,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,19.85,5,FLY-416-661-469-605-STANDARD
1711,300,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,28.88,3,FLY-508-566-562-601-STANDARD
2589,300,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,30.68,5,FLY-511-753-608-552-STANDARD
6291,300,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,30.4,3,FLY-564-574-602-511-STANDARD
7053,300,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,21.85,3,FLY-562-706-529-476-STANDARD
7096,300,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,24.7,3,FLY-620-571-561-469-STANDARD
1359,300,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,104.5,3,FLY-600-652-559-418-STANDARD
247,300,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,16.39,3,FLY-463-599-607-559-STANDARD
352,300,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,72.2,5,FLY-567-499-646-651-STANDARD
5861,300,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,28.5,3,FLY-565-515-598-512-STANDARD
376,300,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-647-603-648-602-STANDARD
2501,300,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,18.05,3,FLY-474-708-604-652-STANDARD
6380,300,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,47.5,3,FLY-507-621-528-659-STANDARD
1324,300,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,25.65,3,FLY-606-700-564-563-STANDARD
1434,300,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,47.5,3,FLY-659-662-515-599-STANDARD
534,300,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,49.4,5,FLY-481-654-556-607-STANDARD
1722,300,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,28.88,3,FLY-572-515-518-622-STANDARD
1600,300,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,22.04,4,FLY-512-552-606-524-STANDARD
2533,300,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,27.55,5,FLY-644-466-557-549-STANDARD
6487,300,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,16.24,3,FLY-561-661-558-561-STANDARD
5827,300,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,28.88,4,FLY-506-518-610-467-STANDARD
1511,300,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,38.0,4,FLY-535-606-521-515-STANDARD
6537,300,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,15.57,3,FLY-619-694-464-473-STANDARD
1469,300,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,33.25,3,FLY-609-508-560-505-STANDARD
502,300,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,28.88,3,FLY-610-608-616-563-STANDARD
1553,300,0.0,A4,300gsm Art Board Coated,None,Double Sided,,66.5,3,FLY-515-606-707-604-STANDARD
5793,300,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-649-529-558-466-STANDARD
7019,300,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,20.76,4,FLY-663-694-473-564-STANDARD
1400,300,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,19.0,3,FLY-479-705-617-562-STANDARD
6121,400,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,19.95,3,FLY-510-649-513-464-STANDARD
1470,400,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,38.0,3,FLY-609-508-560-505-STANDARD
1022,400,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,54.15,3,FLY-559-569-613-566-STANDARD
185,400,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,36.1,3,FLY-548-462-573-566-STANDARD
3656,400,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,36.1,3,FLY-559-699-613-611-STANDARD
3086,400,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,19.48,4,FLY-511-520-552-520-STANDARD
5405,400,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,16.79,4,FLY-512-546-656-611-STANDARD
1056,400,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,27.98,3,FLY-646-566-513-514-STANDARD
6447,400,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,21.66,5,FLY-416-661-469-605-STANDARD
2009,400,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,17.58,3,FLY-468-610-464-468-STANDARD
3435,400,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,14.8,4,FLY-665-709-560-606-STANDARD
3537,400,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,30.68,3,FLY-649-568-645-610-STANDARD
3854,400,0.0,A5,300gsm Art Board Coated,None,Single Sided,,40.61,3,FLY-466-701-515-519-STANDARD
6724,400,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,22.09,4,FLY-556-604-569-542-STANDARD
5243,400,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,21.66,4,FLY-498-661-556-469-STANDARD
5437,400,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,27.98,5,FLY-515-555-525-572-STANDARD
3503,400,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,16.7,3,FLY-512-620-573-470-STANDARD
1512,400,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,40.85,4,FLY-535-606-521-515-STANDARD
3005,400,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,28.88,3,FLY-430-572-561-610-STANDARD
282,400,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,40.61,3,FLY-510-623-603-607-STANDARD
919,400,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,45.6,3,FLY-658-565-525-469-STANDARD
2109,400,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,29.45,5,FLY-504-553-461-569-STANDARD
248,400,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,16.86,3,FLY-463-599-607-559-STANDARD
6091,400,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,95.0,5,FLY-609-611-603-515-STANDARD
3957,400,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,18.51,3,FLY-473-615-513-661-STANDARD
6790,400,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,56.05,5,FLY-463-601-571-526-STANDARD
6381,400,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,57.0,3,FLY-507-621-528-659-STANDARD
5209,400,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,54.15,3,FLY-470-519-612-518-STANDARD
951,400,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,53.25,5,FLY-665-602-564-603-STANDARD
4901,400,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,32.3,3,FLY-481-569-514-568-STANDARD
6758,400,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,20.9,3,FLY-604-645-568-602-STANDARD
6415,400,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,21.66,4,FLY-520-556-554-566-STANDARD
2077,400,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.67,4,FLY-462-558-560-613-STANDARD
3045,400,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,95.0,5,FLY-575-699-596-526-STANDARD
3920,400,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,34.2,5,FLY-616-665-564-598-STANDARD
975,400,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,72.2,3,FLY-466-600-516-467-STANDARD
1601,400,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,22.8,4,FLY-512-552-606-524-STANDARD
41,400,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,27.55,3,FLY-548-601-610-618-STANDARD
1554,400,0.0,A4,300gsm Art Board Coated,None,Double Sided,,76.0,3,FLY-515-606-707-604-STANDARD
4935,400,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,72.2,3,FLY-508-612-611-702-STANDARD
2043,400,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-596-707-472-648-STANDARD
3888,400,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,18.95,3,FLY-513-562-602-563-STANDARD
5175,400,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,17.58,3,FLY-551-516-514-652-STANDARD
6155,400,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,26.17,3,FLY-476-519-554-612-STANDARD
1958,400,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,22.8,5,FLY-465-523-655-555-STANDARD
1435,400,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,52.25,3,FLY-659-662-515-599-STANDARD
3742,400,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,27.08,4,FLY-559-465-507-463-STANDARD
5329,400,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,32.3,3,FLY-505-666-521-419-STANDARD
6632,400,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,90.25,5,FLY-657-521-619-559-STANDARD
3365,400,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,54.15,3,FLY-460-464-476-563-STANDARD
1835,400,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,43.32,3,FLY-567-509-615-698-STANDARD
3616,400,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,16.86,3,FLY-510-660-562-561-STANDARD
1231,400,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,17.58,3,FLY-500-562-558-563-STANDARD
1712,400,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,30.68,3,FLY-508-566-562-601-STANDARD
6244,400,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,56.05,5,FLY-652-610-569-605-STANDARD
1801,400,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,57.0,3,FLY-506-603-615-609-STANDARD
5082,400,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,19.95,3,FLY-466-563-520-505-STANDARD
3275,400,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,23.75,4,FLY-658-517-526-603-STANDARD
5013,400,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,18.05,3,FLY-657-602-552-650-STANDARD
6599,400,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,27.55,3,FLY-513-607-622-594-STANDARD
1325,400,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,27.55,3,FLY-606-700-564-563-STANDARD
1266,400,0.2,A3,300gsm Art Board Coated,None,Single Sided,,99.28,3,FLY-699-516-565-577-STANDARD
5295,400,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,72.2,3,FLY-464-561-425-544-STANDARD
3691,400,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,60.8,4,FLY-653-525-608-523-STANDARD
1767,400,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,32.3,3,FLY-521-560-563-701-STANDARD
6538,400,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,16.02,3,FLY-619-694-464-473-STANDARD
3331,400,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,27.08,4,FLY-611-506-603-654-STANDARD
3307,400,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,56.05,5,FLY-552-657-560-510-STANDARD
1290,400,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,38.0,3,FLY-527-519-549-523-STANDARD
5048,400,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,36.1,3,FLY-699-606-565-557-STANDARD
1756,400,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,41.8,3,FLY-562-514-461-463-STANDARD
1723,400,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,30.68,3,FLY-572-515-518-622-STANDARD
5284,400,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,32.3,3,FLY-563-657-517-649-STANDARD
3120,400,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,57.76,4,FLY-554-663-652-568-STANDARD
